Scene_Index,STOI_Value
0,0.4888743482074312
1,0.695266746565281
2,0.5163474961724064
3,0.5451016796523992
4,0.7036660121132257
5,0.5622499821236441
6,0.543715866509475
7,0.5507534410876533
8,0.5813109865965118
9,0.4538116191375069
10,0.4655523606015953
11,0.45502706129050935
12,0.5146361004948167
13,0.5232379425013947
14,0.5507259042454905
15,0.4276435896142443
16,0.5267657819476279
17,0.566355555322026
18,0.5684256575985341
19,0.5845127664840267
20,0.5007884333588095
21,0.5617176012977849
22,0.5467242306724656
23,0.4076697284544153
24,0.49104700922661837
25,0.6695034569511047
26,0.5788041862202113
27,0.541688604413173
28,0.4963560739763486
29,0.4969615966237578
30,0.3451082102769115
31,0.7210284718121137
32,0.7077457441105115
33,0.7084420358986296
34,0.6038068726423944
35,0.6228383827577527
36,0.5927681334339836
37,0.62902666456235
38,0.6402474284924731
39,0.5675683969176812
40,0.5704225696526763
41,0.6372454550519461
42,0.6024376326062052
43,0.4165946733498821
44,0.6416543212425194
45,0.5457059528405103
46,0.43443029275024947
47,0.5997524991851065
48,0.6112921093695047
49,0.4194139708661719
50,0.5511289237517915
51,0.47876280982891806
52,0.6202506019244145
53,0.626261068011544
54,0.6180910932910662
55,0.4765363239884353
56,0.5361143377183167
57,0.5446845858422731
58,0.5587566599107707
59,0.4351335737353335
60,0.636450877911161
61,0.44759925781918103
62,0.6956367453647393
63,0.5947585290857516
64,0.4508008661905586
65,0.6686191217126479
66,0.6135999607838372
67,0.616216848356626
68,0.5520794369106921
69,0.6304516713211649
70,0.5588369546680195
71,0.5057141527258489
72,0.5711792775967055
73,0.7245649954196323
74,0.32137414698193817
75,0.5306539988754186
76,0.5285798129435069
77,0.5246769283848941
78,0.5097028559218091
79,0.5448766470909292
80,0.6835142615865845
81,0.5180845760058451
82,0.5850437362955592
83,0.5807318462624608
84,0.4979550114292826
85,0.34028099404224416
86,0.6206824248174866
87,0.4831150473398427
88,0.4729528408995178
89,0.4840174359646282
90,0.43670694216104855
91,0.50363400569225
92,0.36415021584305923
93,0.6910702763937163
94,0.6576342072410427
95,0.6538621913597813
96,0.611551970238669
97,0.41239734935381755
98,0.5099882734155441
99,0.5658288099123934
100,0.5854039960241583
101,0.5332293330769552
102,0.516351968955316
103,0.4764563900074304
104,0.4966514311409642
105,0.5779811685824565
106,0.5722613748120186
107,0.44901253048679657
108,0.7734544227544229
109,0.462133996337523
110,0.5247086715041261
111,0.4116032143109206
112,0.5768393686266691
113,0.6301206401886884
114,0.5704534843915703
115,0.6832603936255455
116,0.5048889772947699
117,0.42864103290515354
118,0.6160251699354372
119,0.5132189499975589
120,0.5124084848814786
121,0.4968487836305404
122,0.24797729515280897
123,0.2816975435653111
124,0.6087433459191578
125,0.5006741580234673
126,0.6042145792760558
127,0.5847201114754325
128,0.573333192453389
129,0.6643213864764359
130,0.5195242875435926
131,0.4823601609254317
132,0.40137082901405535
133,0.6266880422484987
134,0.7216809631825765
135,0.6672169414345118
136,0.44517713040475554
137,0.4381758606257329
138,0.7079664287436936
139,0.47462428113914945
140,0.5609898358373979
141,0.5662146433805805
142,0.4428159136726115
143,0.4862535942194408
144,0.4834160492707534
145,0.5148730274947234
146,0.6201275012590509
147,0.6105935249336727
148,0.44596260061158405
149,0.4074474810870806
150,0.4944585552494534
151,0.5360633859658879
152,0.6110535262719591
153,0.6331010544163607
154,0.3791005063457188
155,0.4269716100047953
156,0.4301815451773078
157,0.5894478761087496
158,0.4983131975087018
159,0.44739385332813525
160,0.5395082285559197
161,0.387457407678099
162,0.37813689653325977
163,0.5227274865745214
164,0.48432379829553796
165,0.45683408943538095
166,0.46668238932108663
167,0.5925600183613566
168,0.5917827270260217
169,0.3930262239181262
170,0.5864851001073381
171,0.5368203427842342
172,0.46508657837527795
173,0.48110033156365184
174,0.3153943031426403
175,0.6115637432415099
176,0.3867455847304091
177,0.7372703102788929
178,0.5378733670451051
179,0.6096419532476923
180,0.6031744401787997
181,0.4525543223587276
182,0.3522667486920234
183,0.35474258316794594
184,0.467735045079104
185,0.5462571085820848
186,0.7024013789868391
187,0.6647819817416365
188,0.40181223209350414
189,0.5982541306188582
190,0.6105006713795744
191,0.5902806900055394
192,0.8092001421068944
193,0.7486423708360274
194,0.7507796892120163
195,0.7751829424935107
196,0.7805183154487286
197,0.8584625892881447
198,0.8755095985257221
199,0.8155681233751813
200,0.8623843456590135
201,0.6783810128515493
202,0.5664658316894479
203,0.7666255518713635
204,0.7357046728249013
205,0.8789965212014547
206,0.9149647126715861
207,0.7391118468727585
208,0.6975454005255265
209,0.8403213576181816
210,0.7831868899590511
211,0.7577267343094144
212,0.8605889872310956
213,0.8158712637440592
214,0.836011594797124
215,0.8311787251595272
216,0.8343187762498978
217,0.7664410030691792
218,0.7459911325973229
219,0.6829484448216607
220,0.6229774933867639
221,0.640297159580676
222,0.7465620877677814
223,0.6675860713253903
224,0.7756475199920202
225,0.8669703119142662
226,0.8946022345171226
227,0.8092672819036585
228,0.7999735848023422
229,0.7867107577253288
230,0.681946538436576
231,0.7658056238835559
232,0.5500042503017017
233,0.8569357799537822
234,0.8493721903843321
235,0.6155182349227234
236,0.7345093251514969
237,0.7597116275980693
238,0.7891389802820701
239,0.6795735833030725
240,0.8003120380815006
241,0.7521563388100851
242,0.7763869917548716
243,0.8723750616518163
244,0.8322164565860297
245,0.819583773850497
246,0.7905899826486867
247,0.8395921712884163
248,0.8857718342311113
249,0.8927798570377651
250,0.7265782510272799
251,0.7641350136268523
252,0.7601184212864501
253,0.7527387727986102
254,0.8349320952894832
255,0.8432713577753583
256,0.7579625183170168
257,0.7874799078503628
258,0.8312260107283447
259,0.6743264821197038
260,0.8889629546809545
261,0.8232744889277838
262,0.8139867082230461
263,0.6757625070796758
264,0.787629623520844
265,0.7491416779678112
266,0.7571886330490787
267,0.7896845080714974
268,0.7178034768976277
269,0.8427683305099827
270,0.867782568410566
271,0.43723517195897404
272,0.5069895230726331
273,0.7438606505865487
274,0.7669336208147496
275,0.7753346723410212
276,0.8463171754618948
277,0.8665696502375904
278,0.859948023447021
279,0.8379075230737938
280,0.7652992724899178
281,0.8287170076195931
282,0.844121774785786
283,0.7397554061642523
284,0.7268436943331475
285,0.766941704656779
286,0.7886942920911227
287,0.7935221235664768
288,0.6984095035700566
289,0.5803073261883117
290,0.7657331841869423
291,0.7658844777947423
292,0.7753137971571953
293,0.7834559927044265
294,0.8482578532987126
295,0.8266582722875147
296,0.8020409728873767
297,0.872656200321544
298,0.7687248997716625
299,0.7514086241761667
300,0.6780308290005176
301,0.8184840769393077
302,0.8072388685793558
303,0.8731311273223401
304,0.8233757989310969
305,0.7798771814336658
306,0.7295740818438583
307,0.8229340368936453
308,0.8415195818063023
309,0.7585957220966996
310,0.6670444488254339
311,0.7759414163511393
312,0.8520071439838186
313,0.8477734376435658
314,0.7059574162990512
315,0.7097121891893133
316,0.8302796928385056
317,0.85105997912994
318,0.7254583038195663
319,0.778384806957994
320,0.7100662532850058
321,0.743798470223031
322,0.7911170206922553
323,0.8518403303920516
324,0.8319814461026803
325,0.8753321159456903
326,0.7644089105567791
327,0.7768873401593029
328,0.7017322782855829
329,0.7923684695295553
330,0.7818390010836426
331,0.7918092177252297
332,0.73514783595613
333,0.769072611074403
334,0.8166433139822096
335,0.8365532975150619
336,0.7842341938953882
337,0.7367268599490583
338,0.7520634339879002
339,0.8243821439999072
340,0.7790460481022703
341,0.8101467744905224
342,0.712843901049449
343,0.7875600154695286
344,0.5880875414268933
345,0.806457881048706
346,0.8539283535995084
347,0.7285054581512695
348,0.8357304907495318
349,0.7769203472428612
350,0.7443371351986064
351,0.7233679313681934
352,0.8619079094173455
353,0.578568417578962
354,0.794364712179052
355,0.7346886440924778
356,0.7364184647676965
357,0.7565900162302728
358,0.8465940552328821
359,0.8332004236491336
360,0.7047735745458669
361,0.6952303349982413
362,0.6651373658257461
363,0.7873699590188645
364,0.7370583792685556
365,0.6747143856873693
366,0.772972599215192
367,0.7810776778534377
368,0.8374561079706047
369,0.8647017271089018
370,0.7541240402814465
371,0.8188609621792987
372,0.825110576801689
373,0.6563005304956236
374,0.6758982146729003
375,0.8064652810201798
376,0.7820735879221188
377,0.730478840139311
378,0.7925111629716017
379,0.7720817802168347
380,0.8164789547733968
381,0.6230313230677771
382,0.8782437462239665
383,0.7304655219904808
384,0.8406878590679397
385,0.8115341803464611
386,0.7946845312901161
387,0.8568695981399144
388,0.8964898382118883
389,0.7953751387218282
390,0.7440706427028294
391,0.7313952243336842
392,0.6795247760390434
393,0.7792089958563106
394,0.7764013036138819
395,0.7107601642076017
396,0.7008169532288088
397,0.6907379359881191
398,0.7356390192941707
399,0.7421269764667432
400,0.7938513412440853
401,0.8232772745443435
402,0.8546727266945875
403,0.602955596533625
404,0.5241949063282018
405,0.7161378473005009
406,0.7234821888980629
407,0.6957635242324413
408,0.568537576639146
409,0.5769996584239074
410,0.5824748200120288
411,0.729367146062389
412,0.6786234744493953
413,0.6099374926580635
414,0.6693887822711111
415,0.6603216789118099
416,0.5277334248645124
417,0.6708490014934594
418,0.6938514608466663
419,0.6074345566482202
420,0.5764514394307542
421,0.7327566734068546
422,0.7011071177437388
423,0.5302179513169842
424,0.5507650846965828
425,0.545613726249615
426,0.5734323331818739
427,0.7510035896511845
428,0.6320120014800156
429,0.6164089030927512
430,0.6105685536881164
431,0.6018522780936438
432,0.5025717072377929
433,0.6769137919300745
434,0.6554649729151611
435,0.6070340546474351
436,0.6127137190249422
437,0.6256594224852854
438,0.6344151919646263
439,0.6618739185541629
440,0.6278330559583509
441,0.636285259744619
442,0.6540216352488449
443,0.6275391815365644
444,0.6632744854806167
445,0.6828057353094079
446,0.6224822114050924
447,0.6286531439239214
448,0.5400124596060175
449,0.5405156753600694
450,0.5927416301573657
451,0.6786675029197007
452,0.5731941795208696
453,0.5680997723009479
454,0.5399467737933547
455,0.6796139586504133
456,0.6901145065088078
457,0.6987675417799164
458,0.6343381377949301
459,0.569818279553404
460,0.6324608256240077
461,0.47888107569558563
462,0.6721142255398185
463,0.5851638866058497
464,0.6690060502513908
465,0.6305368227310033
466,0.5723932285537574
467,0.6434029109194842
468,0.6418041246053512
469,0.6426756059733518
470,0.6393039353646415
471,0.5464116426803125
472,0.6166822640682902
473,0.6392791073291247
474,0.6591864772083639
475,0.5885948902170801
476,0.6063884330645554
477,0.599145866044781
478,0.7270131517607141
479,0.2709140542840117
480,0.5738325364662895
481,0.592783903674759
482,0.5420852405362272
483,0.618338276965281
484,0.7421676002565618
485,0.7201972333342019
486,0.6902482313515604
487,0.7035137406191126
488,0.6690768197198357
489,0.7068668512652613
490,0.6127380510836601
491,0.6295242851094548
492,0.5967275652111221
493,0.6090182643172039
494,0.6492250555063773
495,0.6493650525891539
496,0.6474126542796397
497,0.6774753331830099
498,0.5429022263167098
499,0.478848561742878
500,0.6129057369921762
501,0.5792234030014126
502,0.6778565263139932
503,0.6781702902310458
504,0.644584189537751
505,0.7095684499230157
506,0.7454802040083358
507,0.6901915443885128
508,0.5085901485628649
509,0.6599736559788099
510,0.6966161626242015
511,0.7138873379352526
512,0.7120696312181625
513,0.5587984196188126
514,0.5268864572159805
515,0.5936970249066129
516,0.6652583015442072
517,0.6091246028988409
518,0.7980673871912177
519,0.5471711984353742
520,0.6812371617689087
521,0.5396187682385455
522,0.5148550581144092
523,0.6906875328327069
524,0.6614476728240072
525,0.5580808661977897
526,0.6127715455829611
527,0.6944237453186531
528,0.6778896417357203
529,0.6836025625517498
530,0.683044260414663
531,0.5878375756009997
532,0.558822551784777
533,0.5556911485869132
534,0.7051967424099567
535,0.7032623401460532
536,0.5096555324921752
537,0.5697365217203385
538,0.5685306596196912
539,0.5753867058958279
540,0.47612773209763726
541,0.4840886866305261
542,0.6838414891711299
543,0.5431561690615663
544,0.5399312260058319
545,0.6537613525008518
546,0.6654254074912579
547,0.5400344045399789
548,0.5333667390327774
549,0.4227094218766567
550,0.6148876376748728
551,0.7403157301438298
552,0.6598343187422923
553,0.4549798663230255
554,0.7314562570383019
555,0.7353047194446468
556,0.5645381724098782
557,0.702540778172468
558,0.6123504115082532
559,0.6361437227672282
560,0.6675697723103765
561,0.5541499171244805
562,0.5529905537954319
563,0.6063662332415581
564,0.7366982653918289
565,0.5310043849815451
566,0.5267029544419682
567,0.7076449271239789
568,0.5056788171758543
569,0.4213208128945486
570,0.5933140920299894
571,0.7364820355166813
572,0.6469725335064254
573,0.45138274293372666
574,0.5574241468276423
575,0.43073605288729766
576,0.6816429552488469
577,0.5863638878257371
578,0.5411886350271469
579,0.6414785415492787
580,0.7046015899531665
581,0.6197226800392444
582,0.606145185161466
583,0.5828868389198978
584,0.5942112443465155
585,0.5968025636015394
586,0.3436641404820226
587,0.6858900237765282
588,0.7029953569718571
589,0.42386452156136417
590,0.6990054340192262
591,0.5788140196036002
592,0.5792650043068118
593,0.5669511346777537
594,0.5613385268733275
595,0.3416500536687726
596,0.6049444748754907
597,0.6736917565652438
598,0.6781576871393089
599,0.5866170594345542
600,0.8801320575310739
601,0.8389344023378834
602,0.8610265398333239
603,0.3574808079020335
604,0.8763651958990402
605,0.7645237879535323
606,0.7798592690760904
607,0.9078042649020566
608,0.868123112480922
609,0.9052836191183947
610,0.9154530360322822
611,0.8188171857427751
612,0.8282006672518267
613,0.8954315364012672
614,0.8880678101160853
615,0.7964432183710222
616,0.8115922902083553
617,0.8488819509948772
618,0.8980639003161069
619,0.8750715797148075
620,0.9042123041851364
621,0.9177507330644108
622,0.813986145168353
623,0.8850425692917219
624,0.8651705181476579
625,0.8275735535719023
626,0.8984107193538039
627,0.9144726313912668
628,0.8647082731104246
629,0.8570781892197107
630,0.8372564963587428
631,0.8343730776151418
632,0.8729749315597671
633,0.7532722295549942
634,0.8749893691996409
635,0.9112078081689846
636,0.8599698020122593
637,0.8822151722256909
638,0.8795827137879427
639,0.8637295643745841
640,0.8148592727666397
641,0.9009739147599918
642,0.9203877254149464
643,0.8435104042001459
644,0.913826945319171
645,0.8915319984979112
646,0.8740038919536877
647,0.8311169066080847
648,0.7807884456930445
649,0.8834134437948804
650,0.8886892994464897
651,0.8414583730619323
652,0.7741638320538421
653,0.856710084688504
654,0.8700434355436348
655,0.8084086182062425
656,0.9041332604931057
657,0.9152936085798312
658,0.9217788683380391
659,0.7912701218176016
660,0.8941554804785848
661,0.8493295603597434
662,0.9012061405121257
663,0.8856771181827721
664,0.8836907356468927
665,0.8148482498837348
666,0.8958824851733231
667,0.8607572117265987
668,0.8577886568496411
669,0.8856919423524628
670,0.8800653147425629
671,0.8370884444603114
672,0.9344538505316693
673,0.9489677221322866
674,0.8848765950592176
675,0.8279761659833914
676,0.8590313726850439
677,0.8817610096156842
678,0.9140159899055764
679,0.88808269644715
680,0.9219868972156458
681,0.8901931423057943
682,0.8972965389308322
683,0.8876617247648805
684,0.7640637947070364
685,0.7787419317847493
686,0.88635767437125
687,0.9043757025466309
688,0.8864121223099102
689,0.7878275259841467
690,0.7754513084306417
691,0.8598939833786646
692,0.8988449296731864
693,0.921032676011962
694,0.8687764251650756
695,0.8972571077516237
696,0.9414264174289507
697,0.8524329029150528
698,0.8562908982936112
699,0.8312565123254718
700,0.8397505511430873
701,0.9187390274329282
702,0.9139454670561299
703,0.8938781293122628
704,0.8453938849237458
705,0.8092587115706156
706,0.813319006802984
707,0.8358148970993272
708,0.8770913463241112
709,0.9285812352260424
710,0.9127014217852065
711,0.811622056396012
712,0.8204815651473504
713,0.8537965157118007
714,0.8790258699417786
715,0.89701476800871
716,0.8609665033289174
717,0.8969045685723519
718,0.871177800481642
719,0.8794778097573327
720,0.8816578795009977
721,0.8227201987781184
722,0.9193642873024727
723,0.8435910474541325
724,0.8569980015261788
725,0.9317869886677472
726,0.9176006491612405
727,0.8761429135335866
728,0.8300566086724638
729,0.8349688064419003
730,0.8428063285351809
731,0.8678124792117692
732,0.8916902972101314
733,0.8971985647449049
734,0.9033049229830037
735,0.8850953880535619
736,0.819765078821603
737,0.36864688877788104
738,0.7496943473789255
739,0.9037795046806777
740,0.8999277830430046
741,0.8844383507692277
742,0.769716388125312
743,0.9073307682008582
744,0.8856616206130744
745,0.8948083647201571
746,0.8841660503728296
747,0.8262845697307183
748,0.8176272451512083
749,0.8895513366199281
750,0.8880559128776978
751,0.920406247069801
752,0.8498443128725095
753,0.8304511302554373
754,0.879244919585875
755,0.8765024218097318
756,0.7716950737758821
757,0.8867009404329274
758,0.8742925150124021
759,0.8342866743617777
760,0.8492364560212669
761,0.7570625485329712
762,0.9138665663657651
763,0.8997119680385479
764,0.8983310395069146
765,0.725571200462508
766,0.8234428973222583
767,0.8224937189700428
768,0.6809836717386605
769,0.9190219265446873
770,0.8743981707198143
771,0.907948152892349
772,0.9057935449918639
773,0.7956337601947566
774,0.8087866639922757
775,0.9029963160609297
776,0.885807894404873
777,0.7883020041944483
778,0.794265098958497
779,0.847222516939855
780,0.8864716192810536
781,0.8379515472056548
782,0.8868797005410834
